Date,0968.HK,2208.HK,3868.HK,ACA,AMRC,AZRE,BE,BYDDF,CE2.DE,CREE,DQ,ENPH,FCEL,FSLR,HASI,ITRO,JKS,LAC,MAXN,NDX1.DE,NIO,NOVA,OLED,ORA,PLUG,PNE3.DE,REGI,RUN,S92.DE,SEDG,SPWR,TPIC,VBK.DE,VECO,WLDN,XPEV
2000-01-03,,,,,,,,,,41.97,,,870.75,,,,,,,,,,18.62,,270.0,,,,,,,,,46.98,,
2000-01-04,,,,,,,,,,38.28,,,819.0,,,,,,,,,,16.44,,257.5,,,,,,,,,45.5,,
2000-01-05,,,,,,,,,,37.44,,,810.0,,,,,,,,,,16.62,,295.0,,,,,,,,,42.06,,
2000-01-06,,,,,,,,,,33.34,,,864.0,,,,,,,,,,15.94,,362.5,,,,,,,,,40.0,,
2000-01-07,,,,,,,,,,37.03,,,1075.5,,,,,,,,,,16.81,,790.0,,,,,,,,,37.0,,
2000-01-10,,,,,,,,,,41.38,,,1264.5,,,,,,,,,,16.06,,588.12,,,,,,,,,38.38,,
2000-01-11,,,,,,,,,,39.78,,,1122.75,,,,,,,,,,14.25,,506.88,,,,,,,,,38.44,,
2000-01-12,,,,,,,,,,41.81,,,1071.0,,,,,,,,,,13.06,,568.75,,,,,,,,,43.62,,
2000-01-13,,,,,,,,,,42.59,,,1062.0,,,,,,,,,,12.62,,578.75,,,,,,,,,44.12,,
2000-01-14,,,,,,,,,,43.12,,,1077.75,,,,,,,,,,13.38,,550.0,,,,,,,,,45.62,,
2000-01-18,,,,,,,,,,45.34,,,1098.0,,,,,,,,,,14.0,,635.0,,,,,,,,,48.75,,
2000-01-19,,,,,,,,,,47.31,,,1350.0,,,,,,,,,,13.62,,777.5,,,,,,,,,48.94,,
2000-01-20,,,,,,,,,,49.62,,,1800.0,,,,,,,,,,14.0,,850.0,,,,,,,,,48.94,,
2000-01-21,,,,,,,,,,51.38,,,2016.0,,,,,,,,,,13.88,,1088.75,,,,,,,,,49.62,,
2000-01-24,,,,,,,,,,45.69,,,1656.0,,,,,,,,,,14.62,,1365.0,,,,,,,,,55.25,,
2000-01-25,,,,,,,,,,52.12,,,1575.0,,,,,,,,,,17.19,,1310.0,,,,,,,,,56.0,,
2000-01-26,,,,,,,,,,52.5,,,1534.5,,,,,,,,,,16.88,,1198.75,,,,,,,,,59.0,,
2000-01-27,,,,,,,,,,53.06,,,1534.5,,,,,,,,,,17.12,,989.38,,,,,,,,,58.0,,
2000-01-28,,,,,,,,,,50.25,,,1422.0,,,,,,,,,,15.62,,835.0,,,,,,,,,56.0,,
2000-01-31,,,,,,,,,,47.06,,,1350.0,,,,,,,,,,14.31,,937.5,,,,,,,,,54.88,,
2000-02-01,,,,,,,,,,52.56,,,1516.5,,,,,,,,,,15.12,,1134.38,,,,,,,,,58.75,,
2000-02-02,,,,,,,,,,60.0,,,1602.0,,,,,,,,,,16.75,,1030.0,,,,,,,,,58.31,,
2000-02-03,,,,,,,,,,69.5,,,1714.5,,,,,,,,,,16.38,,1110.0,,,,,,,,,60.5,,
2000-02-04,,,,,,,,,,71.66,,,1818.0,,,,,,,,,,15.44,,1150.0,,,,,,,,,61.38,,
2000-02-07,,,,,,,,,,75.34,,,1737.0,,,,,,,,,,15.0,,1090.0,,,,,,,,,61.06,,
2000-02-08,,,,,,,,,,71.41,,,1728.0,,,,,,,,,,14.88,,1130.0,,,,,,,,,64.5,,
2000-02-09,,,,,,,,,,71.5,,,1613.25,,,,,,,,,,14.09,,1115.0,,,,,,,,,60.62,,
2000-02-10,,,,,,,,,,80.25,,,1656.0,,,,,,,,,,15.12,,1091.25,,,,,,,,,59.31,,
2000-02-11,,,,,,,,,,80.16,,,1656.0,,,,,,,,,,14.88,,1121.25,,,,,,,,,58.5,,
2000-02-14,,,,,,,,,,90.88,,,1818.0,,,,,,,,,,14.62,,1335.0,,,,,,,,,69.0,,
2000-02-15,,,,,,,,,,89.88,,,1881.0,,,,,,,,,,14.38,,1263.75,,,,,,,,,69.75,,
2000-02-16,,,,,,,,,,95.5,,,1966.5,,,,,,,,,,14.5,,1196.25,,,,,,,,,72.12,,
2000-02-17,,,,,,,,,,95.06,,,2047.5,,,,,,,,,,14.12,,1287.5,,,,,,,,,74.5,,
2000-02-18,,,,,,,,,,84.47,,,1944.0,,,,,,,,,,14.38,,1310.0,,,,,,,,,76.62,,
2000-02-22,,,,,,,,,,84.41,,,2322.0,,,,,,,,,,14.38,,1303.75,,,,,,,,,76.31,,
2000-02-23,,,,,,,,,,83.38,,,2556.0,,,,,,,,,,14.25,,1269.38,,,,,,,,,73.12,,
2000-02-24,,,,,,,,,,82.84,,,2412.0,,,,,,,,,,14.5,,1206.25,,,,,,,,,73.0,,
2000-02-25,,,,,,,,,,87.94,,,2416.5,,,,,,,,,,14.12,,1152.5,,,,,,,,,73.0,,
2000-02-28,,,,,,,,,,86.38,,,2445.75,,,,,,,,,,13.94,,1067.5,,,,,,,,,74.31,,
2000-02-29,,,,,,,,,,93.94,,,2691.0,,,,,,,,,,19.56,,1174.38,,,,,,,,,82.12,,
2000-03-01,,,,,,,,,,99.09,,,2619.0,,,,,,,,,,18.12,,1172.5,,,,,,,,,98.25,,
2000-03-02,,,,,,,,,,90.31,,,2641.5,,,,,,,,,,20.5,,1210.0,,,,,,,,,96.75,,
2000-03-03,,,,,,,,,,96.5,,,3141.0,,,,,,,,,,28.5,,1208.75,,,,,,,,,111.88,,
2000-03-06,,,,,,,,,,94.75,,,3105.0,,,,,,,,,,34.25,,1171.25,,,,,,,,,109.81,,
2000-03-07,,,,,,,,,,92.12,,,2817.0,,,,,,,,,,30.0,,1110.0,,,,,,,,,114.0,,
2000-03-08,,,,,,,,,,92.5,,,2943.0,,,,,,,,,,28.5,,1168.75,,,,,,,,,108.0,,
2000-03-09,,,,,,,,,,96.5,,,2875.5,,,,,,,,,,33.25,,1191.25,,,,,,,,,107.12,,
2000-03-10,,,,,,,,,,97.0,,,3039.75,,,,,,,,,,31.0,,1497.5,,,,,,,,,100.0,,
2000-03-13,,,,,,,,,,92.78,,,3006.0,,,,,,,,,,32.0,,1400.0,,,,,,,,,95.0,,
2000-03-14,,,,,,,,,,91.88,,,2713.5,,,,,,,,,,30.0,,1170.0,,,,,,,,,85.44,,
2000-03-15,,,,,,,,,,81.5,,,2434.5,,,,,,,,,,28.0,,1182.5,,,,,,,,,78.75,,
2000-03-16,,,,,,,,,,75.34,,,2475.0,,,,,,,,,,27.0,,1235.0,,,,,,,,,78.0,,
2000-03-17,,,,,,,,,,75.69,,,2731.5,,,,,,,,,,29.12,,1218.75,,,,,,,,,83.44,,
2000-03-20,,,,,,,,,,76.84,,,2610.0,,,,,,,,,,29.38,,1105.62,,,,,,,,,85.0,,
2000-03-21,,,,,,,,,,80.75,,,2412.0,,,,,,,,,,29.5,,1064.38,,,,,,,,,82.75,,
2000-03-22,,,,,,,,,,86.0,,,2520.0,,,,,,,,,,28.0,,1092.5,,,,,,,,,88.0,,
2000-03-23,,,,,,,,,,83.75,,,2992.5,,,,,,,,,,28.62,,1080.0,,,,,,,,,92.88,,
2000-03-24,,,,,,,,,,83.91,,,3028.5,,,,,,,,,,31.25,,1015.62,,,,,,,,,94.56,,
2000-03-27,,,,,,,,,,80.28,,,2952.0,,,,,,,,,,31.5,,968.12,,,,,,,,,94.94,,
2000-03-28,,,,,,,,,,77.12,,,2862.0,,,,,,,,,,29.12,,916.88,,,,,,,,,86.19,,
2000-03-29,,,,,,,,,,70.03,,,2702.25,,,,,,,,,,27.5,,847.5,,,,,,,,,78.0,,
2000-03-30,,,,,,,,,,61.5,,,2655.0,,,,,,,,,,24.81,,837.5,,,,,,,,,71.19,,
2000-03-31,,,,,,,,,,56.44,,,2817.0,,,,,,,,,,24.88,,850.0,,,,,,,,,74.0,,
2000-04-03,,,,,,,,,,52.47,,,2520.0,,,,,,,,,,21.75,,761.88,,,,,,,,,68.25,,
2000-04-04,,,,,,,,,,56.5,,,2448.0,,,,,,,,,,19.0,,830.0,,,,,,,,,71.0,,
2000-04-05,,,,,,,,,,65.25,,,2466.0,,,,,,,,,,18.81,,920.0,,,,,,,,,71.0,,
2000-04-06,,,,,,,,,,61.97,,,2466.0,,,,,,,,,,23.0,,910.0,,,,,,,,,71.72,,
2000-04-07,,,,,,,,,,63.19,,,2430.0,,,,,,,,,,22.25,,887.5,,,,,,,,,75.12,,
2000-04-10,,,,,,,,,,58.25,,,2259.0,,,,,,,,,,21.5,,814.38,,,,,,,,,66.44,,
2000-04-11,,,,,,,,,,52.88,,,2139.75,,,,,,,,,,19.75,,812.5,,,,,,,,,65.91,,
2000-04-12,,,,,,,,,,52.03,,,2052.0,,,,,,,,,,18.0,,752.5,,,,,,,,,63.5,,
2000-04-13,,,,,,,,,,51.5,,,1759.5,,,,,,,,,,17.5,,693.75,,,,,,,,,64.38,,
2000-04-14,,,,,,,,,,44.5,,,1228.5,,,,,,,,,,14.0,,551.88,,,,,,,,,60.88,,
2000-04-17,,,,,,,,,,48.5,,,1296.0,,,,,,,,,,13.75,,545.0,,,,,,,,,58.12,,
2000-04-18,,,,,,,,,,53.59,,,1435.5,,,,,,,,,,16.75,,711.88,,,,,,,,,64.25,,
2000-04-19,,,,,,,,,,57.19,,,1444.5,,,,,,,,,,16.94,,650.0,,,,,,,,,63.75,,
2000-04-20,,,,,,,,,,59.5,,,1428.75,,,,,,,,,,18.12,,628.75,,,,,,,,,64.44,,
2000-04-24,,,,,,,,,,57.0,,,1332.0,,,,,,,,,,16.94,,581.25,,,,,,,,,56.75,,
2000-04-25,,,,,,,,,,62.12,,,1467.0,,,,,,,,,,17.25,,641.25,,,,,,,,,63.88,,
2000-04-26,,,,,,,,,,64.0,,,1442.25,,,,,,,,,,16.75,,620.0,,,,,,,,,64.12,,
2000-04-27,,,,,,,,,,68.75,,,1476.0,,,,,,,,,,16.62,,730.0,,,,,,,,,64.62,,
2000-04-28,,,,,,,,,,72.75,,,1467.0,,,,,,,,,,17.88,,800.0,,,,,,,,,62.12,,
2000-05-01,,,,,,,,,,73.0,,,1485.0,,,,,,,,,,18.12,,870.0,,,,,,,,,60.12,,
2000-05-02,,,,,,,,,,64.5,,,1530.0,,,,,,,,,,18.19,,810.0,,,,,,,,,60.88,,
2000-05-03,,,,,,,,,,64.84,,,1464.75,,,,,,,,,,16.62,,813.12,,,,,,,,,61.88,,
2000-05-04,,,,,,,,,,64.25,,,1381.5,,,,,,,,,,16.5,,594.38,,,,,,,,,60.44,,
2000-05-05,,,,,,,,,,69.62,,,1428.75,,,,,,,,,,16.12,,560.0,,,,,,,,,59.0,,
2000-05-08,,,,,,,,,,65.75,,,1372.5,,,,,,,,,,15.56,,562.5,,,,,,,,,55.75,,
2000-05-09,,,,,,,,,,62.12,,,1350.0,,,,,,,,,,15.25,,505.0,,,,,,,,,52.0,,
2000-05-10,,,,,,,,,,57.0,,,1320.75,,,,,,,,,,13.75,,503.75,,,,,,,,,49.0,,
2000-05-11,,,,,,,,,,60.81,,,1363.5,,,,,,,,,,13.75,,518.12,,,,,,,,,48.75,,
2000-05-12,,,,,,,,,,66.19,,,1435.5,,,,,,,,,,13.56,,555.0,,,,,,,,,49.75,,
2000-05-15,,,,,,,,,,62.25,,,1471.5,,,,,,,,,,13.75,,556.25,,,,,,,,,49.38,,
2000-05-16,,,,,,,,,,67.34,,,1467.0,,,,,,,,,,14.12,,540.0,,,,,,,,,51.94,,
2000-05-17,,,,,,,,,,67.19,,,1471.5,,,,,,,,,,14.0,,528.75,,,,,,,,,50.06,,
2000-05-18,,,,,,,,,,65.03,,,1453.5,,,,,,,,,,13.75,,526.88,,,,,,,,,48.25,,
2000-05-19,,,,,,,,,,61.06,,,1449.0,,,,,,,,,,13.5,,506.25,,,,,,,,,44.62,,
2000-05-22,,,,,,,,,,58.75,,,1437.75,,,,,,,,,,12.38,,498.75,,,,,,,,,43.75,,
2000-05-23,,,,,,,,,,52.25,,,1401.75,,,,,,,,,,11.88,,475.0,,,,,,,,,43.44,,
2000-05-24,,,,,,,,,,51.81,,,1440.0,,,,,,,,,,15.0,,445.0,,,,,,,,,42.62,,
2000-05-25,,,,,,,,,,52.71,,,1467.0,,,,,,,,,,15.0,,411.25,,,,,,,,,42.81,,
2000-05-26,,,,,,,,,,52.47,,,1404.0,,,,,,,,,,15.19,,394.38,,,,,,,,,42.0,,
2000-05-30,,,,,,,,,,58.66,,,1509.75,,,,,,,,,,14.75,,472.5,,,,,,,,,43.5,,
2000-05-31,,,,,,,,,,60.74,,,1561.5,,,,,,,,,,14.88,,460.0,,,,,,,,,45.0,,
2000-06-01,,,,,,,,,,65.5,,,1737.0,,,,,,,,,,14.56,,501.88,,,,,,,,,55.62,,
2000-06-02,,,,,,,,,,70.0,,,1786.5,,,,,,,,,,15.44,,548.75,,,,,,,,,56.25,,
2000-06-05,,,,,,,,,,74.19,,,1766.25,,,,,,,,,,15.25,,534.38,,,,,,,,,56.75,,
2000-06-06,,,,,,,,,,70.81,,,1944.0,,,,,,,,,,15.25,,526.88,,,,,,,,,54.75,,
2000-06-07,,,,,,,,,,70.81,,,1876.5,,,,,,,,,,15.06,,554.38,,,,,,,,,53.25,,
2000-06-08,,,,,,,,,,74.41,,,1894.5,,,,,,,,,,18.25,,522.5,,,,,,,,,49.38,,
2000-06-09,,,,,,,,,,75.31,,,1831.5,,,,,,,,,,20.25,,540.0,,,,,,,,,53.88,,
2000-06-12,,,,,,,,,,74.91,,,1854.0,,,,,,,,,,24.75,,530.62,,,,,,,,,53.75,,
2000-06-13,,,,,,,,,,77.5,,,1899.0,,,,,,,,,,23.69,,510.0,,,,,,,,,55.81,,
2000-06-14,,,,,,,,,,78.22,,,1858.5,,,,,,,,,,22.25,,546.25,,,,,,,,,53.88,,
2000-06-15,,,,,,,,,,78.97,,,1867.5,,,,,,,,,,21.31,,529.38,,,,,,,,,55.25,,
2000-06-16,,,,,,,,,,80.75,,,1833.75,,,,,,,,,,22.12,,510.0,,,,,,,,,56.06,,
2000-06-19,,,,,,,,,,83.94,,,1912.5,,,,,,,,,,23.5,,515.0,,,,,,,,,63.75,,
2000-06-20,,,,,,,,,,83.5,,,2092.5,,,,,,,,,,24.0,,625.0,,,,,,,,,67.62,,
2000-06-21,,,,,,,,,,82.75,,,2344.5,,,,,,,,,,24.38,,580.0,,,,,,,,,71.94,,
2000-06-22,,,,,,,,,,82.44,,,2313.0,,,,,,,,,,26.25,,570.62,,,,,,,,,70.12,,
2000-06-23,,,,,,,,,,79.75,,,2146.5,,,,,,,,,,25.62,,540.0,,,,,,,,,68.75,,
2000-06-26,,,,,,,,,,80.81,,,2088.0,,,,,,,,,,25.31,,570.62,,,,,,,,,69.62,,
2000-06-27,,,,,,,,,,72.44,,,2245.5,,,,,,,,,,25.75,,573.75,,,,,,,,,67.75,,
2000-06-28,,,,,,,,,,72.88,,,2313.0,,,,,,,,,,26.0,,585.0,,,,,,,,,70.12,,
2000-06-29,,,,,,,,,,66.41,,,2538.0,,,,,,,,,,25.88,,610.0,,,,,,,,,72.75,,
2000-06-30,,,,,,,,,,66.75,,,2486.25,,,,,,,,,,29.69,,625.0,,,,,,,,,73.25,,
2000-07-03,,,,,,,,,,71.53,,,2583.0,,,,,,,,,,28.81,,620.0,,,,,,,,,73.56,,
2000-07-05,,,,,,,,,,64.97,,,2637.0,,,,,,,,,,28.75,,610.0,,,,,,,,,68.44,,
2000-07-06,,,,,,,,,,62.5,,,2673.0,,,,,,,,,,29.94,,615.0,,,,,,,,,68.75,,
2000-07-07,,,,,,,,,,65.25,,,2763.0,,,,,,,,,,31.06,,660.62,,,,,,,,,74.06,,
2000-07-10,,,,,,,,,,68.5,,,2664.0,,,,,,,,,,28.75,,660.62,,,,,,,,,81.12,,
2000-07-11,,,,,,,,,,70.38,,,2664.0,,,,,,,,,,30.0,,640.62,,,,,,,,,82.88,,
2000-07-12,,,,,,,,,,73.66,,,2830.5,,,,,,,,,,29.81,,687.5,,,,,,,,,92.0,,
2000-07-13,,,,,,,,,,76.25,,,2740.5,,,,,,,,,,29.81,,673.12,,,,,,,,,96.94,,
2000-07-14,,,,,,,,,,74.59,,,2772.0,,,,,,,,,,29.25,,700.0,,,,,,,,,97.88,,
2000-07-17,,,,,,,,,,75.42,,,2556.0,,,,,,,,,,30.08,,700.0,,,,,,,,,98.75,,
2000-07-18,,,,,,,,,,73.56,,,2659.5,,,,,,,,,,29.75,,653.12,,,,,,,,,93.5,,
2000-07-19,,,,,,,,,,72.31,,,2520.0,,,,,,,,,,29.62,,632.5,,,,,,,,,86.12,,
2000-07-20,,,,,,,,,,74.0,,,2468.25,,,,,,,,,,31.75,,630.0,,,,,,,,,83.19,,
2000-07-21,,,,,,,,,,69.22,,,2490.75,,,,,,,,,,31.88,,587.5,,,,,,,,,81.62,,
2000-07-24,,,,,,,,,,69.56,,,2441.25,,,,,,,,,,30.19,,559.38,,,,,,,,,80.0,,
2000-07-25,,,,,,,,,,70.38,,,2484.0,,,,,,,,,,30.12,,579.38,,,,,,,,,81.0,,
2000-07-26,,,,,,,,,,64.72,,,2664.0,,,,,,,,,,29.95,,560.0,,,,,,,,,77.0,,
2000-07-27,,,,,,,,,,56.25,,,2736.0,,,,,,,,,,28.06,,585.0,,,,,,,,,70.0,,
2000-07-28,,,,,,,,,,54.0,,,2790.0,,,,,,,,,,25.75,,533.12,,,,,,,,,72.25,,
2000-07-31,,,,,,,,,,56.22,,,2657.25,,,,,,,,,,24.5,,500.62,,,,,,,,,78.75,,
2000-08-01,,,,,,,,,,52.09,,,2668.5,,,,,,,,,,21.44,,518.91,,,,,,,,,72.25,,
2000-08-02,,,,,,,,,,45.19,,,2452.5,,,,,,,,,,22.38,,395.0,,,,,,,,,73.12,,
2000-08-03,,,,,,,,,,48.69,,,2569.5,,,,,,,,,,21.62,,360.16,,,,,,,,,70.19,,
2000-08-04,,,,,,,,,,51.0,,,2583.0,,,,,,,,,,23.38,,391.25,,,,,,,,,69.0,,
2000-08-07,,,,,,,,,,52.0,,,2857.5,,,,,,,,,,22.25,,425.0,,,,,,,,,73.36,,
2000-08-08,,,,,,,,,,52.25,,,2808.0,,,,,,,,,,21.75,,411.25,,,,,,,,,73.0,,
2000-08-09,,,,,,,,,,47.81,,,2704.5,,,,,,,,,,20.25,,400.0,,,,,,,,,72.56,,
2000-08-10,,,,,,,,,,48.69,,,2691.0,,,,,,,,,,19.25,,416.25,,,,,,,,,68.62,,
2000-08-11,,,,,,,,,,49.62,,,2670.75,,,,,,,,,,19.25,,416.25,,,,,,,,,67.81,,
2000-08-14,,,,,,,,,,50.75,,,2736.0,,,,,,,,,,19.25,,425.0,,,,,,,,,71.31,,
2000-08-15,,,,,,,,,,52.28,,,2880.0,,,,,,,,,,21.5,,415.0,,,,,,,,,72.77,,
2000-08-16,,,,,,,,,,54.0,,,2956.5,,,,,,,,,,20.44,,440.0,,,,,,,,,70.88,,
2000-08-17,,,,,,,,,,55.56,,,2925.0,,,,,,,,,,20.0,,443.75,,,,,,,,,72.0,,
2000-08-18,,,,,,,,,,63.72,,,3033.0,,,,,,,,,,22.5,,451.25,,,,,,,,,73.62,,
2000-08-21,,,,,,,,,,63.16,,,3030.75,,,,,,,,,,23.19,,458.12,,,,,,,,,73.12,,
2000-08-22,,,,,,,,,,64.12,,,3055.5,,,,,,,,,,24.56,,462.5,,,,,,,,,72.06,,
2000-08-23,,,,,,,,,,65.59,,,3186.0,,,,,,,,,,24.25,,431.25,,,,,,,,,71.25,,
2000-08-24,,,,,,,,,,71.5,,,3420.0,,,,,,,,,,23.75,,411.88,,,,,,,,,71.94,,
2000-08-25,,,,,,,,,,69.78,,,3591.0,,,,,,,,,,22.88,,487.5,,,,,,,,,74.38,,
2000-08-28,,,,,,,,,,68.44,,,3669.75,,,,,,,,,,23.19,,450.62,,,,,,,,,77.75,,
2000-08-29,,,,,,,,,,70.06,,,4153.5,,,,,,,,,,21.25,,461.25,,,,,,,,,87.19,,
2000-08-30,,,,,,,,,,69.72,,,4072.5,,,,,,,,,,21.81,,445.0,,,,,,,,,86.08,,
2000-08-31,,,,,,,,,,68.88,,,4284.0,,,,,,,,,,24.88,,447.5,,,,,,,,,89.62,,
2000-09-01,,,,,,,,,,65.5,,,4378.5,,,,,,,,,,24.88,,429.38,,,,,,,,,89.38,,
2000-09-05,,,,,,,,,,62.22,,,4585.5,,,,,,,,,,23.94,,428.12,,,,,,,,,87.12,,
2000-09-06,,,,,,,,,,61.06,,,4464.0,,,,,,,,,,23.0,,430.94,,,,,,,,,76.5,,
2000-09-07,,,,,,,,,,64.56,,,4997.25,,,,,,,,,,22.44,,442.5,,,,,,,,,92.69,,
2000-09-08,,,,,,,,,,61.62,,,5076.0,,,,,,,,,,21.62,,433.12,,,,,,,,,88.25,,
2000-09-11,,,,,,,,,,60.47,,,5672.25,,,,,,,,,,21.0,,413.75,,,,,,,,,93.88,,
2000-09-12,,,,,,,,,,58.25,,,6190.88,,,,,,,,,,21.75,,525.0,,,,,,,,,92.88,,
2000-09-13,,,,,,,,,,58.25,,,5939.44,,,,,,,,,,21.38,,550.0,,,,,,,,,90.88,,
2000-09-14,,,,,,,,,,59.25,,,6102.0,,,,,,,,,,21.69,,509.38,,,,,,,,,101.12,,
2000-09-15,,,,,,,,,,57.97,,,6021.0,,,,,,,,,,20.94,,492.5,,,,,,,,,99.88,,
2000-09-18,,,,,,,,,,56.25,,,5499.0,,,,,,,,,,19.5,,470.0,,,,,,,,,93.38,,
2000-09-19,,,,,,,,,,62.34,,,5112.0,,,,,,,,,,19.19,,456.25,,,,,,,,,95.19,,
2000-09-20,,,,,,,,,,60.25,,,5485.5,,,,,,,,,,20.48,,476.88,,,,,,,,,91.31,,
2000-09-21,,,,,,,,,,57.59,,,6048.0,,,,,,,,,,21.25,,473.75,,,,,,,,,89.5,,
2000-09-22,,,,,,,,,,60.44,,,5944.5,,,,,,,,,,20.38,,440.0,,,,,,,,,90.25,,
2000-09-25,,,,,,,,,,61.25,,,6003.0,,,,,,,,,,21.12,,455.0,,,,,,,,,94.75,,
2000-09-26,,,,,,,,,,58.47,,,7150.5,,,,,,,,,,19.75,,443.75,,,,,,,,,109.88,,
2000-09-27,,,,,,,,,,57.75,,,6975.0,,,,,,,,,,19.5,,402.5,,,,,,,,,115.5,,
2000-09-28,,,,,,,,,,58.53,,,6822.0,,,,,,,,,,21.48,,384.38,,,,,,,,,115.0,,
2000-09-29,,,,,,,,,,58.12,,,6928.88,,,,,,,,,,22.06,,372.5,,,,,,,,,106.27,,
2000-10-02,,,,,,,,,,55.0,,,7416.0,,,,,,,,,,20.06,,365.0,,,,,,,,,104.0,,
2000-10-03,,,,,,,,,,53.62,,,6570.0,,,,,,,,,,19.94,,285.62,,,,,,,,,99.0,,
2000-10-04,,,,,,,,,,57.34,,,6982.88,,,,,,,,,,20.75,,275.0,,,,,,,,,102.0,,
2000-10-05,,,,,,,,,,56.88,,,6961.5,,,,,,,,,,20.25,,311.25,,,,,,,,,102.53,,
2000-10-06,,,,,,,,,,55.62,,,6399.0,,,,,,,,,,18.5,,297.81,,,,,,,,,67.56,,
2000-10-09,,,,,,,,,,56.38,,,6124.5,,,,,,,,,,17.0,,280.0,,,,,,,,,76.25,,
2000-10-10,,,,,,,,,,51.05,,,5976.0,,,,,,,,,,16.0,,271.88,,,,,,,,,69.62,,
2000-10-11,,,,,,,,,,46.78,,,5904.0,,,,,,,,,,15.97,,257.5,,,,,,,,,73.88,,
2000-10-12,,,,,,,,,,47.53,,,5472.0,,,,,,,,,,15.38,,252.5,,,,,,,,,71.25,,
2000-10-13,,,,,,,,,,43.81,,,6043.5,,,,,,,,,,16.38,,275.0,,,,,,,,,78.61,,
2000-10-16,,,,,,,,,,42.59,,,6619.5,,,,,,,,,,16.62,,285.0,,,,,,,,,80.0,,
2000-10-17,,,,,,,,,,38.0,,,6507.0,,,,,,,,,,15.25,,255.62,,,,,,,,,79.94,,
2000-10-18,,,,,,,,,,37.44,,,6201.0,,,,,,,,,,15.88,,242.5,,,,,,,,,74.25,,
2000-10-19,,,,,,,,,,43.28,,,6039.0,,,,,,,,,,17.38,,258.75,,,,,,,,,79.12,,
2000-10-20,,,,,,,,,,45.25,,,5427.0,,,,,,,,,,17.56,,274.38,,,,,,,,,85.88,,
2000-10-23,,,,,,,,,,45.22,,,5277.38,,,,,,,,,,17.94,,277.5,,,,,,,,,84.31,,
2000-10-24,,,,,,,,,,43.0,,,5148.0,,,,,,,,,,17.5,,313.12,,,,,,,,,80.0,,
2000-10-25,,,,,,,,,,40.94,,,4522.5,,,,,,,,,,16.25,,275.0,,,,,,,,,68.0,,
2000-10-26,,,,,,,,,,45.09,,,4729.5,,,,,,,,,,16.38,,270.0,,,,,,,,,70.75,,
2000-10-27,,,,,,,,,,43.62,,,5094.0,,,,,,,,,,16.81,,265.0,,,,,,,,,63.44,,
2000-10-30,,,,,,,,,,43.0,,,5202.0,,,,,,,,,,16.69,,250.62,,,,,,,,,64.75,,
2000-10-31,,,,,,,,,,49.62,,,5512.5,,,,,,,,,,17.25,,239.38,,,,,,,,,66.2,,
2000-11-01,,,,,,,,,,50.62,,,5193.0,,,,,,,,,,18.5,,228.12,,,,,,,,,66.12,,
2000-11-02,,,,,,,,,,54.94,,,5166.0,,,,,,,,,,17.75,,240.0,,,,,,,,,69.88,,
2000-11-03,,,,,,,,,,59.88,,,5760.0,,,,,,,,,,17.5,,236.25,,,,,,,,,67.12,,
2000-11-06,,,,,,,,,,61.5,,,5688.0,,,,,,,,,,17.38,,218.12,,,,,,,,,65.88,,
2000-11-07,,,,,,,,,,55.81,,,5490.0,,,,,,,,,,17.75,,215.62,,,,,,,,,63.12,,
2000-11-08,,,,,,,,,,49.0,,,5166.0,,,,,,,,,,17.88,,234.38,,,,,,,,,59.5,,
2000-11-09,,,,,,,,,,54.09,,,5211.0,,,,,,,,,,17.62,,221.25,,,,,,,,,55.75,,
2000-11-10,,,,,,,,,,50.0,,,4806.0,,,,,,,,,,17.0,,210.0,,,,,,,,,54.88,,
2000-11-13,,,,,,,,,,49.88,,,4396.5,,,,,,,,,,16.12,,205.62,,,,,,,,,53.75,,
2000-11-14,,,,,,,,,,54.12,,,4644.0,,,,,,,,,,16.25,,211.88,,,,,,,,,55.88,,
2000-11-15,,,,,,,,,,56.06,,,4635.0,,,,,,,,,,15.88,,213.12,,,,,,,,,57.31,,
2000-11-16,,,,,,,,,,50.84,,,4342.5,,,,,,,,,,15.5,,192.5,,,,,,,,,51.94,,
2000-11-17,,,,,,,,,,50.75,,,3906.0,,,,,,,,,,15.38,,180.62,,,,,,,,,51.44,,
2000-11-20,,,,,,,,,,46.0,,,3735.0,,,,,,,,,,14.44,,163.12,,,,,,,,,44.0,,
2000-11-21,,,,,,,,,,44.16,,,4027.5,,,,,,,,,,12.88,,163.75,25.14,,,,,,,,40.0,,
2000-11-22,,,,,,,,,,41.78,,,3883.5,,,,,,,,,,13.31,,148.12,25.33,,,,,,,,40.62,,
2000-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,,,,,,,,,,
2000-11-24,,,,,,,,,,44.25,,,4284.0,,,,,,,,,,14.25,,165.0,23.77,,,,,,,,45.06,,
2000-11-27,,,,,,,,,,42.88,,,4041.0,,,,,,,,,,14.38,,151.88,21.44,,,,,,,,38.0,,
2000-11-28,,,,,,,,,,36.69,,,3721.5,,,,,,,,,,13.56,,143.75,21.16,,,,,,,,35.94,,
2000-11-29,,,,,,,,,,34.62,,,4036.5,,,,,,,,,,11.12,,131.88,22.85,,,,,,,,33.64,,
2000-11-30,,,,,,,,,,28.06,,,4024.12,,,,,,,,,,9.88,,118.12,21.78,,,,,,,,32.12,,
