Date,0968.HK,2208.HK,3868.HK,ACA,AMRC,AZRE,BE,BYDDF,CE2.DE,CREE,DQ,ENPH,FCEL,FSLR,HASI,ITRO,JKS,LAC,MAXN,NDX1.DE,NIO,NOVA,OLED,ORA,PLUG,PNE3.DE,REGI,RUN,S92.DE,SEDG,SPWR,TPIC,VBK.DE,VECO,WLDN,XPEV
2002-05-29,,,,,,,,,,11.7,,,1840.32,,,,,,,51.8,,,9.67,,90.6,15.2,,,,,,,,29.5,,
2002-05-30,,,,,,,,,,11.69,,,1751.04,,,,,,,50.9,,,10.1,,86.6,15.1,,,,,,,,28.97,,
2002-05-31,,,,,,,,,,11.48,,,1751.04,,,,,,,51.4,,,10.6,,86.5,15.3,,,,,,,,29.14,,
2002-06-03,,,,,,,,,,11.06,,,1640.16,,,,,,,51.5,,,9.61,,86.1,15.15,,,,,,,,27.98,,
2002-06-04,,,,,,,,,,11.62,,,1501.92,,,,,,,50.0,,,10.69,,84.0,15.1,,,,,,,,27.76,,
2002-06-05,,,,,,,,,,11.49,,,1552.32,,,,,,,49.8,,,10.05,,75.0,15.14,,,,,,,,28.18,,
2002-06-06,,,,,,,,,,11.0,,,1461.6,,,,,,,45.2,,,9.38,,71.3,14.92,,,,,,,,27.56,,
2002-06-07,,,,,,,,,,11.0,,,1454.4,,,,,,,45.1,,,9.4,,76.2,14.96,,,,,,,,26.96,,
2002-06-10,,,,,,,,,,12.67,,,1425.6,,,,,,,44.5,,,9.81,,75.0,15.39,,,,,,,,26.35,,
2002-06-11,,,,,,,,,,11.9,,,1440.0,,,,,,,43.0,,,9.85,,69.9,15.29,,,,,,,,25.6,,
2002-06-12,,,,,,,,,,12.99,,,1454.4,,,,,,,40.0,,,9.22,,69.9,15.1,,,,,,,,25.38,,
2002-06-13,,,,,,,,,,12.6,,,1411.2,,,,,,,41.7,,,9.01,,70.0,15.24,,,,,,,,25.08,,
2002-06-14,,,,,,,,,,12.72,,,1434.24,,,,,,,41.0,,,9.35,,70.0,14.86,,,,,,,,24.8,,
2002-06-17,,,,,,,,,,13.49,,,1448.64,,,,,,,41.5,,,9.5,,69.2,15.3,,,,,,,,26.6,,
2002-06-18,,,,,,,,,,13.71,,,1488.96,,,,,,,40.0,,,9.05,,75.2,15.18,,,,,,,,26.34,,
2002-06-19,,,,,,,,,,13.06,,,1396.8,,,,,,,39.0,,,8.9,,75.6,15.05,,,,,,,,25.46,,
2002-06-20,,,,,,,,,,12.94,,,1375.2,,,,,,,38.8,,,9.06,,77.4,14.91,,,,,,,,23.96,,
2002-06-21,,,,,,,,,,12.0,,,1332.0,,,,,,,39.8,,,9.23,,75.1,14.79,,,,,,,,23.01,,
2002-06-24,,,,,,,,,,12.25,,,1203.84,,,,,,,39.0,,,9.24,,70.7,14.52,,,,,,,,21.68,,
2002-06-25,,,,,,,,,,11.82,,,1238.4,,,,,,,39.0,,,8.95,,70.8,13.88,,,,,,,,22.03,,
2002-06-26,,,,,,,,,,12.16,,,1221.12,,,,,,,36.8,,,8.74,,71.4,12.53,,,,,,,,22.15,,
2002-06-27,,,,,,,,,,12.76,,,1343.52,,,,,,,38.4,,,8.98,,76.0,12.71,,,,,,,,23.73,,
2002-06-28,,,,,,,,,,13.23,,,1481.76,,,,,,,37.5,,,8.3,,79.1,13.66,,,,,,,,23.11,,
2002-07-01,,,,,,,,,,11.99,,,1297.44,,,,,,,35.1,,,8.26,,75.2,14.03,,,,,,,,22.01,,
2002-07-02,,,,,,,,,,11.89,,,1244.16,,,,,,,33.0,,,8.01,,75.3,13.17,,,,,,,,21.32,,
2002-07-03,,,,,,,,,,11.74,,,1180.8,,,,,,,29.0,,,8.04,,70.1,12.6,,,,,,,,22.1,,
2002-07-04,,,,,,,,,,,,,,,,,,,,31.5,,,,,,12.03,,,,,,,,,,
2002-07-05,,,,,,,,,,12.75,,,1274.4,,,,,,,32.4,,,8.3,,75.0,13.45,,,,,,,,24.26,,
2002-07-08,,,,,,,,,,12.07,,,1339.2,,,,,,,30.7,,,7.5,,74.6,13.57,,,,,,,,23.65,,
2002-07-09,,,,,,,,,,12.2,,,1316.16,,,,,,,31.0,,,7.49,,73.4,13.17,,,,,,,,21.73,,
2002-07-10,,,,,,,,,,11.4,,,1231.2,,,,,,,29.0,,,7.17,,71.3,13.27,,,,,,,,21.0,,
2002-07-11,,,,,,,,,,12.6,,,1236.96,,,,,,,28.6,,,7.0,,70.0,13.11,,,,,,,,22.49,,
2002-07-12,,,,,,,,,,12.15,,,1291.68,,,,,,,27.5,,,7.0,,69.1,13.28,,,,,,,,18.05,,
2002-07-15,,,,,,,,,,13.4,,,1232.64,,,,,,,27.9,,,7.16,,66.4,12.67,,,,,,,,17.65,,
2002-07-16,,,,,,,,,,14.75,,,1211.04,,,,,,,28.6,,,7.35,,65.8,12.42,,,,,,,,16.5,,
2002-07-17,,,,,,,,,,14.48,,,1236.96,,,,,,,30.6,,,7.24,,66.9,12.67,,,,,,,,16.71,,
2002-07-18,,,,,,,,,,13.57,,,1211.04,,,,,,,30.1,,,7.75,,65.1,13.84,,,,,,,,15.93,,
2002-07-19,,,,,,,,,,13.98,,,1143.36,,,,,,,28.9,,,6.9,,61.5,12.67,,,,,,,,14.72,,
2002-07-22,,,,,,,,,,14.42,,,1068.48,,,,,,,27.8,,,6.5,,54.8,11.79,,,,,,,,13.74,,
2002-07-23,,,,,,,,,,14.29,,,953.28,,,,,,,27.5,,,6.0,,48.4,11.7,,,,,,,,13.49,,
2002-07-24,,,,,,,,,,14.69,,,1038.24,,,,,,,27.3,,,6.56,,50.0,11.64,,,,,,,,14.14,,
2002-07-25,,,,,,,,,,14.1,,,1045.44,,,,,,,26.8,,,6.15,,50.2,10.82,,,,,,,,12.44,,
2002-07-26,,,,,,,,,,14.22,,,1068.48,,,,,,,27.5,,,5.57,,51.4,9.94,,,,,,,,12.69,,
2002-07-29,,,,,,,,,,15.04,,,1094.4,,,,,,,28.3,,,5.86,,55.8,10.43,,,,,,,,13.71,,
2002-07-30,,,,,,,,,,15.84,,,1081.44,,,,,,,29.1,,,6.15,,55.1,9.65,,,,,,,,14.4,,
2002-07-31,,,,,,,,,,15.12,,,1018.08,,,,,,,28.5,,,5.61,,55.1,10.03,,,,,,,,13.6,,
2002-08-01,,,,,,,,,,14.49,,,967.68,,,,,,,27.8,,,5.64,,53.6,9.84,,,,,,,,13.75,,
2002-08-02,,,,,,,,,,14.11,,,941.76,,,,,,,27.7,,,5.36,,47.6,9.73,,,,,,,,13.17,,
2002-08-05,,,,,,,,,,12.9,,,892.8,,,,,,,27.8,,,4.95,,46.2,9.16,,,,,,,,12.35,,
2002-08-06,,,,,,,,,,14.72,,,931.68,,,,,,,27.4,,,5.23,,49.5,8.92,,,,,,,,12.92,,
2002-08-07,,,,,,,,,,14.17,,,969.12,,,,,,,27.8,,,6.02,,52.1,9.26,,,,,,,,13.21,,
2002-08-08,,,,,,,,,,15.06,,,1002.24,,,,,,,28.0,,,5.75,,51.6,9.55,,,,,,,,13.98,,
2002-08-09,,,,,,,,,,14.45,,,1009.44,,,,,,,29.5,,,5.75,,53.7,9.74,,,,,,,,13.7,,
2002-08-12,,,,,,,,,,14.37,,,1110.24,,,,,,,35.5,,,5.8,,58.4,9.83,,,,,,,,13.48,,
2002-08-13,,,,,,,,,,13.5,,,1077.12,,,,,,,34.2,,,5.32,,59.2,10.03,,,,,,,,13.13,,
2002-08-14,,,,,,,,,,14.4,,,1150.56,,,,,,,33.5,,,5.64,,62.5,10.04,,,,,,,,14.41,,
2002-08-15,,,,,,,,,,15.46,,,1118.88,,,,,,,36.5,,,5.62,,61.3,10.44,,,,,,,,14.21,,
2002-08-16,,,,,,,,,,16.2,,,1081.44,,,,,,,34.5,,,5.25,,61.0,9.91,,,,,,,,14.75,,
2002-08-19,,,,,,,,,,17.54,,,1010.88,,,,,,,34.4,,,5.54,,61.5,9.92,,,,,,,,14.94,,
2002-08-20,,,,,,,,,,16.49,,,992.16,,,,,,,35.5,,,5.41,,61.3,9.9,,,,,,,,14.27,,
2002-08-21,,,,,,,,,,16.91,,,1133.28,,,,,,,34.1,,,5.58,,60.0,9.74,,,,,,,,15.16,,
2002-08-22,,,,,,,,,,15.69,,,1153.44,,,,,,,30.0,,,5.48,,61.8,9.65,,,,,,,,15.16,,
2002-08-23,,,,,,,,,,14.52,,,1121.76,,,,,,,32.5,,,5.37,,60.1,,,,,,,,,14.07,,
2002-08-26,,,,,,,,,,15.27,,,1114.56,,,,,,,35.2,,,5.6,,61.0,,,,,,,,,14.37,,
2002-08-27,,,,,,,,,,14.4,,,1058.4,,,,,,,37.2,,,5.21,,59.0,,,,,,,,,13.19,,
2002-08-28,,,,,,,,,,14.21,,,1095.84,,,,,,,36.3,,,5.45,,57.5,,,,,,,,,12.76,,
2002-08-29,,,,,,,,,,14.11,,,996.48,,,,,,,37.2,,,5.5,,58.3,9.79,,,,,,,,13.72,,
2002-08-30,,,,,,,,,,13.76,,,1008.0,,,,,,,40.7,,,5.41,,58.8,9.78,,,,,,,,13.1,,
2002-09-02,,,,,,,,,,,,,,,,,,,,45.5,,,,,,9.74,,,,,,,,,,
2002-09-03,,,,,,,,,,12.51,,,928.8,,,,,,,41.5,,,5.36,,58.4,9.71,,,,,,,,11.9,,
2002-09-04,,,,,,,,,,13.21,,,977.76,,,,,,,39.9,,,5.57,,59.0,9.59,,,,,,,,12.48,,
2002-09-05,,,,,,,,,,12.5,,,947.52,,,,,,,37.9,,,5.33,,58.0,8.57,,,,,,,,12.32,,
2002-09-06,,,,,,,,,,13.5,,,979.2,,,,,,,39.9,,,5.64,,58.0,8.28,,,,,,,,12.89,,
2002-09-09,,,,,,,,,,13.59,,,993.6,,,,,,,40.2,,,5.63,,56.2,8.05,,,,,,,,12.93,,
2002-09-10,,,,,,,,,,14.22,,,1044.0,,,,,,,40.5,,,5.56,,59.1,8.0,,,,,,,,13.4,,
2002-09-11,,,,,,,,,,14.48,,,1072.8,,,,,,,39.9,,,5.56,,61.0,7.79,,,,,,,,13.58,,
2002-09-12,,,,,,,,,,14.12,,,1087.2,,,,,,,37.5,,,5.48,,61.1,7.41,,,,,,,,12.89,,
2002-09-13,,,,,,,,,,13.45,,,1101.6,,,,,,,38.2,,,5.54,,62.2,7.18,,,,,,,,13.55,,
2002-09-16,,,,,,,,,,13.3,,,1052.64,,,,,,,37.0,,,5.5,,61.3,7.24,,,,,,,,12.99,,
2002-09-17,,,,,,,,,,12.64,,,1051.2,,,,,,,38.3,,,5.43,,58.3,7.38,,,,,,,,11.84,,
2002-09-18,,,,,,,,,,12.06,,,1028.16,,,,,,,37.7,,,5.52,,56.9,7.89,,,,,,,,12.03,,
2002-09-19,,,,,,,,,,11.79,,,979.2,,,,,,,37.5,,,5.35,,55.6,7.63,,,,,,,,11.51,,
2002-09-20,,,,,,,,,,11.31,,,993.6,,,,,,,35.0,,,5.44,,54.0,7.89,,,,,,,,11.76,,
2002-09-23,,,,,,,,,,11.41,,,954.72,,,,,,,38.9,,,5.45,,51.7,9.39,,,,,,,,11.19,,
2002-09-24,,,,,,,,,,11.76,,,917.28,,,,,,,36.5,,,5.69,,50.0,8.75,,,,,,,,11.24,,
2002-09-25,,,,,,,,,,12.6,,,993.6,,,,,,,35.0,,,5.89,,52.4,8.81,,,,,,,,11.45,,
2002-09-26,,,,,,,,,,12.45,,,992.16,,,,,,,36.5,,,5.82,,52.7,8.94,,,,,,,,11.17,,
2002-09-27,,,,,,,,,,12.4,,,963.36,,,,,,,35.7,,,6.05,,52.1,8.55,,,,,,,,10.78,,
2002-09-30,,,,,,,,,,12.5,,,907.2,,,,,,,34.4,,,6.01,,47.8,7.37,,,,,,,,10.8,,
2002-10-01,,,,,,,,,,13.0,,,924.48,,,,,,,31.0,,,6.34,,47.9,7.09,,,,,,,,11.37,,
2002-10-02,,,,,,,,,,13.11,,,936.0,,,,,,,33.0,,,6.14,,47.8,7.12,,,,,,,,11.54,,
2002-10-03,,,,,,,,,,12.5,,,904.32,,,,,,,32.3,,,6.35,,47.5,7.06,,,,,,,,11.2,,
2002-10-04,,,,,,,,,,12.05,,,780.48,,,,,,,31.1,,,5.93,,41.7,7.11,,,,,,,,10.45,,
2002-10-07,,,,,,,,,,11.32,,,724.32,,,,,,,33.4,,,6.19,,34.4,7.47,,,,,,,,10.21,,
2002-10-08,,,,,,,,,,10.2,,,694.08,,,,,,,32.9,,,6.32,,34.5,7.74,,,,,,,,9.94,,
2002-10-09,,,,,,,,,,10.76,,,659.52,,,,,,,31.5,,,5.76,,34.7,7.74,,,,,,,,9.4,,
2002-10-10,,,,,,,,,,11.39,,,776.16,,,,,,,31.5,,,6.1,,40.0,8.03,,,,,,,,9.17,,
2002-10-11,,,,,,,,,,11.7,,,768.96,,,,,,,33.5,,,6.55,,42.2,8.18,,,,,,,,9.87,,
2002-10-14,,,,,,,,,,12.02,,,812.16,,,,,,,32.9,,,7.06,,44.5,8.0,,,,,,,,10.43,,
2002-10-15,,,,,,,,,,12.8,,,881.28,,,,,,,36.9,,,7.2,,49.7,8.32,,,,,,,,11.8,,
2002-10-16,,,,,,,,,,11.75,,,792.0,,,,,,,34.1,,,6.87,,46.7,8.53,,,,,,,,10.77,,
2002-10-17,,,,,,,,,,13.1,,,852.48,,,,,,,34.5,,,7.0,,52.9,8.48,,,,,,,,10.98,,
2002-10-18,,,,,,,,,,14.98,,,751.68,,,,,,,33.6,,,7.05,,52.5,8.27,,,,,,,,10.88,,
2002-10-21,,,,,,,,,,16.08,,,761.76,,,,,,,34.3,,,7.04,,53.8,8.49,,,,,,,,11.91,,
2002-10-22,,,,,,,,,,16.3,,,768.96,,,,,,,31.5,,,6.96,,51.6,8.23,,,,,,,,11.2,,
2002-10-23,,,,,,,,,,17.04,,,776.16,,,,,,,32.0,,,7.08,,53.4,8.08,,,,,,,,12.0,,
2002-10-24,,,,,,,,,,16.87,,,789.12,,,,,,,31.5,,,7.18,,54.1,8.02,,,,,,,,12.16,,
2002-10-25,,,,,,,,,,17.14,,,895.68,,,,,,,31.4,,,7.22,,52.7,7.94,,,,,,,,12.7,,
2002-10-28,,,,,,,,,,17.42,,,828.0,,,,,,,32.4,,,7.37,,55.1,8.44,,,,,,,,13.27,,
2002-10-29,,,,,,,,,,16.51,,,813.6,,,,,,,32.5,,,7.6,,64.8,8.02,,,,,,,,11.88,,
2002-10-30,,,,,,,,,,18.27,,,868.32,,,,,,,35.5,,,8.48,,67.5,8.05,,,,,,,,12.45,,
2002-10-31,,,,,,,,,,17.25,,,830.88,,,,,,,36.2,,,9.01,,62.8,8.09,,,,,,,,11.98,,
2002-11-01,,,,,,,,,,18.5,,,881.28,,,,,,,36.5,,,9.79,,60.0,8.28,,,,,,,,11.85,,
2002-11-04,,,,,,,,,,18.89,,,1002.24,,,,,,,36.0,,,9.66,,60.7,8.28,,,,,,,,12.49,,
2002-11-05,,,,,,,,,,18.21,,,970.56,,,,,,,35.5,,,9.2,,59.9,8.28,,,,,,,,12.01,,
2002-11-06,,,,,,,,,,19.91,,,1077.12,,,,,,,34.2,,,9.05,,60.5,7.97,,,,,,,,12.41,,
2002-11-07,,,,,,,,,,19.18,,,997.92,,,,,,,34.2,,,8.72,,55.3,7.4,,,,,,,,11.91,,
2002-11-08,,,,,,,,,,18.71,,,1003.68,,,,,,,34.0,,,8.95,,56.8,7.59,,,,,,,,11.89,,
2002-11-11,,,,,,,,,,17.94,,,956.16,,,,,,,33.3,,,9.04,,55.0,7.34,,,,,,,,10.77,,
2002-11-12,,,,,,,,,,18.73,,,997.92,,,,,,,34.7,,,9.44,,51.1,7.32,,,,,,,,10.78,,
2002-11-13,,,,,,,,,,19.2,,,1012.32,,,,,,,34.0,,,9.77,,53.5,7.47,,,,,,,,10.7,,
2002-11-14,,,,,,,,,,20.33,,,1064.16,,,,,,,34.5,,,9.65,,54.0,7.33,,,,,,,,10.0,,
2002-11-15,,,,,,,,,,21.15,,,1051.2,,,,,,,33.0,,,9.9,,52.9,7.35,,,,,,,,10.26,,
2002-11-18,,,,,,,,,,22.18,,,1019.52,,,,,,,32.6,,,9.94,,53.6,7.29,,,,,,,,10.23,,
2002-11-19,,,,,,,,,,20.76,,,1097.28,,,,,,,31.7,,,9.82,,53.2,7.36,,,,,,,,9.95,,
2002-11-20,,,,,,,,,,21.49,,,1136.16,,,,,,,31.8,,,10.83,,56.1,7.26,,,,,,,,10.89,,
2002-11-21,,,,,,,,,,22.63,,,1160.64,,,,,,,32.1,,,10.56,,58.3,7.76,,,,,,,,12.31,,
2002-11-22,,,,,,,,,,22.49,,,1186.56,,,,,,,33.0,,,10.76,,59.7,8.11,,,,,,,,13.1,,
2002-11-25,,,,,,,,,,23.92,,,1238.4,,,,,,,32.8,,,10.74,,64.0,7.99,,,,,,,,13.36,,
2002-11-26,,,,,,,,,,22.62,,,1248.48,,,,,,,33.5,,,10.76,,65.9,7.65,,,,,,,,13.23,,
2002-11-27,,,,,,,,,,24.22,,,1293.12,,,,,,,33.0,,,11.27,,69.8,7.75,,,,,,,,14.4,,
2002-11-28,,,,,,,,,,,,,,,,,,,,32.7,,,,,,7.79,,,,,,,,,,
2002-11-29,,,,,,,,,,23.67,,,1303.2,,,,,,,29.1,,,11.6,,70.1,7.47,,,,,,,,14.03,,
2002-12-02,,,,,,,,,,24.19,,,1254.24,,,,,,,30.0,,,11.17,,65.0,7.55,,,,,,,,14.31,,
2002-12-03,,,,,,,,,,21.22,,,1157.76,,,,,,,28.7,,,9.96,,59.5,7.6,,,,,,,,13.65,,
2002-12-04,,,,,,,,,,20.43,,,1170.72,,,,,,,29.3,,,9.96,,55.5,7.71,,,,,,,,12.87,,
2002-12-05,,,,,,,,,,19.95,,,1128.96,,,,,,,29.7,,,9.66,,56.2,7.48,,,,,,,,12.53,,
2002-12-06,,,,,,,,,,20.02,,,1111.68,,,,,,,28.6,,,9.74,,56.9,7.36,,,,,,,,12.66,,
2002-12-09,,,,,,,,,,18.91,,,1018.08,,,,,,,28.2,,,9.25,,52.8,7.06,,,,,,,,11.47,,
2002-12-10,,,,,,,,,,19.03,,,1097.28,,,,,,,29.8,,,10.05,,57.0,7.09,,,,,,,,12.36,,
2002-12-11,,,,,,,,,,19.22,,,1028.16,,,,,,,29.9,,,9.83,,56.9,7.11,,,,,,,,12.24,,
2002-12-12,,,,,,,,,,19.65,,,1020.96,,,,,,,29.0,,,9.76,,55.8,7.12,,,,,,,,12.12,,
2002-12-13,,,,,,,,,,19.14,,,977.76,,,,,,,28.8,,,9.51,,55.1,7.13,,,,,,,,11.55,,
2002-12-16,,,,,,,,,,20.54,,,1065.6,,,,,,,29.2,,,9.5,,56.7,6.97,,,,,,,,11.81,,
2002-12-17,,,,,,,,,,18.73,,,1092.96,,,,,,,28.0,,,9.0,,55.3,7.05,,,,,,,,11.57,,
2002-12-18,,,,,,,,,,17.77,,,1072.8,,,,,,,28.3,,,8.2,,51.8,6.97,,,,,,,,11.05,,
2002-12-19,,,,,,,,,,17.5,,,1008.0,,,,,,,27.5,,,7.39,,50.7,6.33,,,,,,,,11.21,,
2002-12-20,,,,,,,,,,17.11,,,948.96,,,,,,,27.5,,,8.18,,50.0,5.83,,,,,,,,11.42,,
2002-12-23,,,,,,,,,,17.35,,,941.76,,,,,,,27.4,,,8.35,,50.4,5.78,,,,,,,,11.92,,
2002-12-24,,,,,,,,,,17.1,,,933.12,,,,,,,,,,8.59,,50.0,,,,,,,,,11.77,,
2002-12-26,,,,,,,,,,17.21,,,941.76,,,,,,,,,,8.35,,47.3,,,,,,,,,11.52,,
2002-12-27,,,,,,,,,,17.13,,,966.24,,,,,,,26.2,,,8.44,,46.1,5.67,,,,,,,,11.9,,
2002-12-30,,,,,,,,,,16.64,,,948.96,,,,,,,25.8,,,8.27,,45.3,5.6,,,,,,,,11.83,,
2002-12-31,,,,,,,,,,16.35,,,943.2,,,,,,,,,,7.89,,44.9,,,,,,,,,11.56,,
2003-01-02,,,,,,,,,,17.38,,,969.12,,,,,,,27.1,,,8.09,,47.3,6.27,,,,,,,,11.94,,
2003-01-03,,,,,,,,,,17.81,,,940.32,,,,,,,27.7,,,8.01,,48.0,6.23,,,,,,,,12.11,,
2003-01-06,,,,,,,,,,18.98,,,960.48,,,,,,,28.3,,,7.82,,51.0,5.87,,,,,,,,12.64,,
2003-01-07,,,,,,,,,,19.42,,,938.88,,,,,,,28.0,,,7.65,,51.5,5.86,,,,,,,,13.07,,
2003-01-08,,,,,,,,,,18.04,,,925.92,,,,,,,28.5,,,7.6,,50.5,5.86,,,,,,,,12.34,,
2003-01-09,,,,,,,,,,18.71,,,930.24,,,,,,,29.0,,,7.87,,51.9,5.93,,,,,,,,14.46,,
2003-01-10,,,,,,,,,,18.58,,,936.0,,,,,,,28.7,,,7.68,,50.1,6.06,,,,,,,,15.39,,
2003-01-13,,,,,,,,,,18.26,,,918.72,,,,,,,28.0,,,7.42,,48.0,6.55,,,,,,,,15.46,,
2003-01-14,,,,,,,,,,19.15,,,904.32,,,,,,,28.1,,,7.5,,48.9,6.38,,,,,,,,15.41,,
2003-01-15,,,,,,,,,,18.93,,,897.12,,,,,,,27.5,,,7.44,,47.8,6.38,,,,,,,,14.95,,
2003-01-16,,,,,,,,,,18.39,,,885.6,,,,,,,27.0,,,7.46,,45.8,6.48,,,,,,,,15.13,,
2003-01-17,,,,,,,,,,18.66,,,871.2,,,,,,,26.7,,,7.45,,44.4,6.24,,,,,,,,14.82,,
2003-01-20,,,,,,,,,,,,,,,,,,,,26.1,,,,,,6.47,,,,,,,,,,
2003-01-21,,,,,,,,,,17.89,,,832.32,,,,,,,25.9,,,7.16,,42.0,6.2,,,,,,,,14.73,,
2003-01-22,,,,,,,,,,17.07,,,813.6,,,,,,,25.8,,,6.82,,41.6,6.04,,,,,,,,14.72,,
2003-01-23,,,,,,,,,,17.6,,,802.08,,,,,,,24.2,,,6.99,,44.1,5.94,,,,,,,,15.44,,
2003-01-24,,,,,,,,,,17.39,,,776.16,,,,,,,24.1,,,6.65,,42.7,5.85,,,,,,,,14.5,,
2003-01-27,,,,,,,,,,17.56,,,823.68,,,,,,,23.4,,,6.66,,40.5,5.85,,,,,,,,14.5,,
2003-01-28,,,,,,,,,,17.71,,,956.16,,,,,,,22.5,,,6.8,,53.9,5.7,,,,,,,,14.57,,
2003-01-29,,,,,,,,,,18.34,,,904.32,,,,,,,22.9,,,6.84,,52.9,5.84,,,,,,,,15.13,,
2003-01-30,,,,,,,,,,17.76,,,882.72,,,,,,,22.3,,,6.65,,52.1,5.89,,,,,,,,14.4,,
2003-01-31,,,,,,,,,,17.96,,,833.76,,,,,,,22.0,,,6.53,,51.3,5.91,,,,,,,,14.0,,
2003-02-03,,,,,,,,,,16.64,,,768.96,,,,,,,21.7,,,6.81,,50.3,5.85,,,,,,,,13.84,,
2003-02-04,,,,,,,,,,16.67,,,803.52,,,,,,,20.8,,,6.64,,47.2,5.74,,,,,,,,13.71,,
2003-02-05,,,,,,,,,,16.7,,,806.4,,,,,,,20.6,,,6.58,,48.0,5.81,,,,,,,,13.65,,
2003-02-06,,,,,,,,,,16.58,,,839.52,,,,,,,20.2,,,6.67,,52.3,5.58,,,,,,,,13.53,,
2003-02-07,,,,,,,,,,15.36,,,790.56,,,,,,,20.5,,,6.6,,50.5,5.51,,,,,,,,13.36,,
2003-02-10,,,,,,,,,,15.83,,,779.04,,,,,,,19.7,,,6.57,,50.3,5.67,,,,,,,,13.39,,
2003-02-11,,,,,,,,,,16.13,,,784.8,,,,,,,19.7,,,6.57,,51.3,5.75,,,,,,,,13.75,,
2003-02-12,,,,,,,,,,15.83,,,789.12,,,,,,,19.0,,,6.49,,51.9,5.7,,,,,,,,13.25,,
2003-02-13,,,,,,,,,,15.21,,,771.84,,,,,,,14.4,,,6.33,,49.9,5.56,,,,,,,,13.41,,
2003-02-14,,,,,,,,,,16.14,,,776.16,,,,,,,12.0,,,6.38,,51.0,5.38,,,,,,,,13.88,,
2003-02-17,,,,,,,,,,,,,,,,,,,,11.8,,,,,,5.48,,,,,,,,,,
2003-02-18,,,,,,,,,,17.27,,,792.0,,,,,,,11.4,,,6.55,,51.5,5.26,,,,,,,,14.73,,
2003-02-19,,,,,,,,,,16.79,,,786.24,,,,,,,11.7,,,6.48,,53.9,4.92,,,,,,,,14.86,,
2003-02-20,,,,,,,,,,17.0,,,784.8,,,,,,,10.8,,,6.4,,53.6,4.79,,,,,,,,14.8,,
2003-02-21,,,,,,,,,,17.4,,,781.92,,,,,,,9.9,,,6.93,,54.0,4.86,,,,,,,,14.92,,
2003-02-24,,,,,,,,,,17.18,,,776.16,,,,,,,8.5,,,6.96,,54.7,4.77,,,,,,,,14.93,,
2003-02-25,,,,,,,,,,17.03,,,806.4,,,,,,,8.4,,,7.1,,57.1,4.34,,,,,,,,14.8,,
2003-02-26,,,,,,,,,,16.3,,,792.0,,,,,,,8.1,,,6.97,,53.0,4.34,,,,,,,,14.5,,
2003-02-27,,,,,,,,,,17.04,,,895.68,,,,,,,8.6,,,7.33,,54.5,4.38,,,,,,,,14.98,,
2003-02-28,,,,,,,,,,17.02,,,846.72,,,,,,,8.0,,,7.3,,53.5,4.39,,,,,,,,15.27,,
2003-03-03,,,,,,,,,,16.52,,,829.44,,,,,,,7.5,,,7.07,,53.8,4.69,,,,,,,,15.3,,
2003-03-04,,,,,,,,,,16.16,,,810.72,,,,,,,7.1,,,6.97,,51.6,4.71,,,,,,,,14.79,,
2003-03-05,,,,,,,,,,16.24,,,804.96,,,,,,,7.6,,,7.05,,50.6,4.7,,,,,,,,14.68,,
2003-03-06,,,,,,,,,,16.54,,,777.6,,,,,,,7.9,,,7.0,,50.0,4.43,,,,,,,,14.78,,
2003-03-07,,,,,,,,,,16.48,,,786.24,,,,,,,7.3,,,7.01,,51.1,4.39,,,,,,,,14.9,,
2003-03-10,,,,,,,,,,15.95,,,766.08,,,,,,,7.0,,,6.98,,50.9,4.34,,,,,,,,14.97,,
2003-03-11,,,,,,,,,,15.72,,,750.24,,,,,,,6.4,,,7.2,,50.4,4.28,,,,,,,,14.64,,
2003-03-12,,,,,,,,,,15.96,,,724.32,,,,,,,5.8,,,7.0,,50.0,4.27,,,,,,,,15.02,,
2003-03-13,,,,,,,,,,17.73,,,770.4,,,,,,,5.9,,,7.22,,50.3,4.34,,,,,,,,16.02,,
2003-03-14,,,,,,,,,,18.08,,,764.64,,,,,,,6.8,,,7.37,,49.5,4.73,,,,,,,,15.91,,
2003-03-17,,,,,,,,,,19.6,,,773.28,,,,,,,6.7,,,8.04,,48.9,4.73,,,,,,,,16.83,,
2003-03-18,,,,,,,,,,19.65,,,802.08,,,,,,,7.5,,,8.07,,51.2,4.77,,,,,,,,17.54,,
2003-03-19,,,,,,,,,,19.95,,,786.24,,,,,,,7.3,,,8.12,,51.0,4.68,,,,,,,,17.11,,
2003-03-20,,,,,,,,,,19.85,,,799.2,,,,,,,7.0,,,8.1,,50.6,4.55,,,,,,,,17.34,,
2003-03-21,,,,,,,,,,20.54,,,816.48,,,,,,,7.0,,,8.46,,50.3,4.63,,,,,,,,17.4,,
2003-03-24,,,,,,,,,,18.73,,,777.6,,,,,,,7.2,,,8.3,,50.0,4.67,,,,,,,,16.55,,
2003-03-25,,,,,,,,,,19.35,,,799.2,,,,,,,7.5,,,8.47,,52.9,4.86,,,,,,,,16.79,,
2003-03-26,,,,,,,,,,19.52,,,767.52,,,,,,,8.5,,,8.7,,51.7,4.86,,,,,,,,16.7,,
2003-03-27,,,,,,,,,,20.17,,,750.24,,,,,,,12.0,,,8.62,,51.5,4.63,,,,,,,,16.18,,
2003-03-28,,,,,,,,,,19.28,,,748.8,,,,,,,12.0,,,8.45,,49.5,4.53,,,,,,,,16.08,,
